date,"5s, 1853","6s, 1862","6s, 1856","6s, 1867","6s, 1868","5s, 1865","5s, 1874"
1850-08-10,4.901960784313726,5.38418395961862,5.587892898719441,5.231607629427793,5.217391304347826,,
1850-08-17,4.901960784313726,5.38418395961862,5.587892898719441,5.231607629427793,5.172413793103448,,
1850-08-24,4.910988336402701,5.321507760532151,5.5813953488372094,5.175202156334232,,,
1850-08-31,,,,,,,
1850-09-07,4.910988336402701,5.333333333333334,5.587892898719441,5.186946185433326,5.172413793103448,,
1850-09-14,4.875076173065204,5.357142857142857,5.555555555555555,5.1585169263836645,5.161290322580645,,
1850-09-21,4.860267314702309,5.357142857142857,5.517241379310345,5.166846071044134,5.161290322580645,,
1850-09-28,4.860267314702309,5.357142857142857,5.517241379310345,5.1145444858817255,5.1145444858817255,,
1850-10-05,,,5.485714285714286,5.109100585417775,5.111821086261981,,
1850-10-12,4.8250904704463204,5.257393209200438,5.485714285714286,5.111821086261981,5.106382978723404,,
1850-10-19,4.807692307692308,5.25164113785558,5.47945205479452,5.111821086261981,5.106382978723404,,
1850-10-26,4.807692307692308,5.274725274725275,5.466970387243736,5.122732123799359,5.106382978723404,,
1850-11-02,4.767580452920143,5.274725274725275,5.47008547008547,5.130946018172101,5.128205128205128,,
1850-11-09,4.767580452920143,5.274725274725275,5.466970387243736,5.125467164975974,5.122732123799359,,
1850-11-16,4.784688995215311,5.274725274725275,5.5045871559633035,5.095541401273886,,,
1850-11-23,4.784688995215311,5.274725274725275,5.476326297775243,5.139186295503212,5.128205128205128,,
1850-11-30,4.807692307692308,5.286343612334802,5.498281786941581,5.139186295503212,5.133689839572193,,
1850-12-07,4.926108374384237,5.420666290231508,5.660377358490567,5.2805280528052805,,,
1850-12-14,4.926108374384237,5.417607223476298,5.6537102473498235,5.263157894736842,,,
1850-12-21,4.941321803582458,5.454545454545454,5.647058823529412,5.257393209200438,5.257393209200438,,
1850-12-28,4.941321803582458,5.454545454545454,5.633802816901409,5.228758169934641,,,
1851-01-04,,5.381165919282512,5.607476635514018,5.183585313174946,5.166846071044134,,
1851-01-11,,,,5.172413793103448,5.1474530831099194,,
1851-01-18,4.9079754601226995,5.3452115812917596,5.5813953488372094,5.161290322580645,5.150214592274678,,
1851-01-25,4.901960784313726,5.3097345132743365,5.5813953488372094,5.172413793103448,5.172413793103448,,
1851-02-01,4.901960784313726,5.3097345132743365,5.660377358490567,5.189189189189189,5.211726384364821,,
1851-02-08,4.901960784313726,,5.600933488914819,5.208898534997287,5.194805194805195,,
